city,lat,lng,population
Bad Urach,48.4932,9.3989,12472
Winterberg,51.195,8.53,12611
Beaconsfield,51.6009,-0.6347,12081
Dorado,18.4657,-66.2724,12695
Olgiate Comasco,45.7833,8.9667,11633
Leibnitz,46.7831,15.545,12176
Horndean,50.9136,-0.9961,12639
Pieve di Soligo,45.8833,12.1667,12057
Aït Youssef Ou Ali,31.9833,-5.7833,12673
Gaimersheim,48.8167,11.3667,12158
Herrin,37.7983,-89.0305,12687
Hungen,50.4731,8.8996,12538
Milovice,50.226,14.8887,12249
Kamianka-Dniprovska,47.4792,34.4232,12638
Blaubeuren,48.4119,9.785,12521
Orzinuovi,45.4,9.9333,12419
San Miguel de Salcedo,-1.05,-78.5833,12488
Amesbury,51.17,-1.77,10724
Hattem,52.4744,6.0697,12173
Pionerskiy,54.95,20.2167,11312
Kasaishi,37.2528,140.3436,12282
Choctaw,35.48,-97.2666,12674
Tepetzintla,19.9667,-97.8333,11622
Vejer de la Frontera,36.25,-5.9667,12622
Alpen,51.575,6.5125,12463
Manvel,29.4793,-95.3659,12671
Windsor Locks,41.9267,-72.6544,12671
Ronchi dei Legionari,45.8333,13.5,11971
Shilka,51.85,116.0333,12663
Fonsorbes,43.5361,1.2311,12036
Chaval,-3.0339,-41.2439,12615
Kantang,7.4067,99.515,12533
Los Alamos,35.8926,-106.2862,12666
Oregon,42.9253,-89.3892,12664
Candelaria,10.4592,-74.8806,12576
Albatera,38.1786,-0.8681,12474
Barbosa Ferraz,-24.03,-52.0119,12656
Commerce,33.9963,-118.1519,12661
Winkler,49.1817,-97.9397,12660
Fehmarnsund,54.4454,11.1702,12592
Chauny,49.6156,3.2192,11773
Taylorville,39.5328,-89.2804,12659
Ibicuitinga,-4.9739,-38.6389,12629
Riviera Beach,39.1628,-76.5263,12658
Porto,-3.8928,-42.71,12608
Port Neches,29.9765,-93.946,12655
Wetaskiwin,52.9694,-113.3769,12655
Shchastia,48.7381,39.2311,12629
Jataìzinho,-23.2539,-50.98,12638
Emiliano Zapata,19.65,-98.55,12309
Ounagha,31.5336,-9.5536,12461
Prineville,44.2985,-120.8607,12650
Oissel,49.3419,1.0914,12102
Anzola dell’Emilia,44.5472,11.1956,12310
El Adjiba,36.3333,4.15,12486
São Gonçalo do Pará,-19.9828,-44.8589,12597
Baykalsk,51.5172,104.1561,12629
Lakeland,35.2585,-89.7308,12642
Peru,40.7594,-86.0757,12642
Lauenburg,53.3758,10.5589,11444
Vakhrusheve,48.1606,38.8389,12197
Maxaranguape,-5.5158,-35.2619,12544
Dalmatovo,56.2667,62.9167,12631
White House,36.4648,-86.6665,12638
Niefern-Öschelbronn,48.9164,8.7842,12089
Santa Bárbara de Pinto,9.4353,-74.7017,12610
Keokuk,40.4095,-91.403,12635
Kalajoki,64.2597,23.9486,12621
Xiaping,33.4047,106.0525,12496
Greetland,53.6869,-1.8714,11389
Yemva,62.5833,50.85,12630
Junín de los Andes,-39.9167,-71.0667,12621
São Geraldo,-20.9228,-42.8339,12562
St. Ann,38.7266,-90.3872,12629
Monte Compatri,41.8081,12.7372,12134
Jaciara,-15.965,-54.9678,12620
Mablethorpe,53.3409,0.261,12531
Lana,46.6167,11.1667,12286
Hirschaid,49.8167,10.9833,12324
Durmersheim,48.9383,8.2769,12160
Cardoso Moreira,-21.4878,-41.6158,12600
Oshikango,-17.4,15.8833,12423
Wadhraf,33.9851,9.9699,12557
Newtown,52.5132,-3.3141,11357
Itiquira,-17.2089,-54.15,12620
Brandfort,-28.7,26.4667,12091
Berja,36.8453,-2.9469,12563
Seringueiras,-11.7981,-63.0311,12617
Cinisi,38.1667,13.1,12250
Darfield,53.538,-1.3812,10685
San Mauro Pascoli,44.1,12.4167,11929
Alcudia de Carlet,39.1958,-0.5072,12107
Lavagna,44.3122,9.3417,12617
Wieringerwerf,52.85,5.03,12576
Duartina,-22.4144,-49.4039,12567
Cananéia,-25.015,-47.9269,12604
Calanasan,18.2583,121.0406,12604
Yuzha,56.5833,42.0167,12595
Camposampiero,45.5667,11.9333,12043
Beniel,38.0464,-1.0014,11465
Moreira Sales,-24.0619,-53.0069,12606
Tranent,55.945,-2.954,12582
Galashiels,55.6194,-2.8033,12600
Goražde,43.6667,18.9778,12512
Mastic Beach,40.7679,-72.8375,12610
Rong Kwang,18.3392,100.3172,12553
Santol,16.7667,120.45,12476
Justice,41.7495,-87.8345,12608
Spresiano,45.7833,12.25,12136
Central Elgin,42.7667,-81.1,12607
Tiszavasvári,47.9511,21.3689,12508
Graben-Neudorf,49.1592,8.4894,12184
San Pietro in Casale,44.7,11.4,12418
Gavardo,45.5875,10.4389,12197
Taguaí,-23.4519,-49.4089,12586
Anklam,53.85,13.6833,12385
German Flatts,42.9868,-74.9804,12601
Saint-Germain-lès-Arpajon,48.5953,2.2556,10877
Cumpăna,44.1128,28.5558,12333
Elfers,28.214,-82.723,12600
Lewisboro,41.2697,-73.5827,12599
Fuldatal,51.3484,9.5256,12235
Fulton,38.8551,-91.9511,12596
Minneola,28.6067,-81.7322,12595
Anna Regina,7.25,-58.5167,12448
Valu lui Traian,44.165,28.455,12376
Oskaloosa,41.2922,-92.6403,12592
Buchach,49.0647,25.3872,12511
Santa Ana Maya,20,-101.0167,12466
Lienz,46.8297,12.7697,11844
Urbana,39.3237,-77.3411,12587
Mecatlán,20.2135,-97.6574,12332
Benifayó,39.2847,-0.4281,11989
Grand Terrace,34.0312,-117.3132,12584
Rielasingen-Worblingen,47.7314,8.8386,11946
Panama City Beach,30.2369,-85.8775,12583
Woodland Park,40.8905,-74.1945,12581
Teixeira Soares,-25.3678,-50.4608,12567
Menfi,37.6078,12.9686,12471
Rosbach vor der Höhe,50.2986,8.7006,12307
Beydağ,38.0869,28.2089,12507
Richmond,29.5825,-95.7602,12578
Nelson Bay,-32.715,152.1511,11820
Jackson,43.4721,-110.7745,12576
Russi,44.3764,12.0334,12309
Altenstadt,50.2856,8.945,12169
Kataysk,56.3,62.5667,12565
Quimperlé,47.8728,-3.5497,12188
Saint-André-de-Cubzac,44.9947,-0.4458,12051
Pennsville,39.6266,-75.5089,12571
Elland,53.683,-1.84,11676
El’khotovo,43.3333,44.2,12501
Rottofreno,45.0579,9.5489,12220
Fredericksburg,30.2661,-98.8749,12567
Neerijnen,51.8333,5.2833,12397
Le Haillan,44.8717,-0.6769,11342
Carmiano,40.3461,18.0461,12068
Mira,40.4285,-8.7363,12465
Revúca,48.6833,20.1167,12249
Muscoy,34.155,-117.3477,12562
Mende,44.5183,3.5006,12227
Lila,9.6,124.1,12257
Vysoké Mýto,49.9532,16.1618,12267
Estepa,37.2917,-4.8792,12497
Ubaporanga,-19.635,-42.1058,12493
Belmont,35.2211,-81.0402,12558
Koriukivka,51.7833,32.25,12539
Twistringen,52.8,8.65,12449
Petrov Val,50.1333,45.2167,12544
Edemissen,52.3667,10.2667,12437
Frohburg,51.0561,12.555,12470
Mwingi,-0.9296,38.07,11219
Bolbec,49.5722,0.4725,11605
Florence,40.0978,-74.7886,12552
Bernalda,40.4167,16.6833,12453
Annapolis Neck,38.9408,-76.4997,12551
Lachute,45.65,-74.3333,12551
Xavantes,-23.0389,-49.7094,12484
Reshuijie,24.458,114.8282,12461
Woolwich,39.74,-75.317,12549
Oberwil,47.5135,7.5546,11136
La Carlota,-33.4179,-63.2935,12537
Nanzhai,26.6299,108.7645,12495
Jacksonville,33.8088,-85.7545,12544
Culfa,38.9558,45.6308,12500
Brzeszcze,50,19.15,11921
Feuchtwangen,49.1667,10.3167,12452
Currimao,18.0167,120.4833,12184
Bad Windsheim,49.5,10.4167,12382
Ebersberg,48.0833,11.9667,12239
Sheerness,51.441,0.76,11938
Ugento,39.9333,18.1667,12412
Astley,53.5008,-2.4454,11270
São Romão,-16.3689,-45.0689,12529
Laguna Paiva,-31.3163,-60.6573,12334
Alkhan-Kala,43.2586,45.5392,12340
Endicott,42.098,-76.0639,12532
Tezoatlán de Segura y Luna,17.65,-97.8167,11034
Grünwald,48.0483,11.5317,11139
Bad Abbach,48.9333,12.05,12308
Motta Sant’Anastasia,37.5,14.9667,12189
Culcheth,53.4517,-2.5218,11454
Niel,51.11,4.3303,10546
Erkner,52.4167,13.75,11815
Kamin-Kashyrskyi,51.6242,24.9606,12489
Jaidte Lbatma,31.6806,-7.7281,12330
Kameshkovo,56.3492,40.9978,12496
Hopewell,40.5906,-80.2731,12522
Cheney,47.4901,-117.579,12522
Valmadrera,45.8463,9.3582,11601
Lindenberg im Allgäu,47.6031,9.8861,11546
Stainland,53.6728,-1.8805,11389
Ocaña,39.9569,-3.4967,12437
San Severino Marche,43.2289,13.1771,12456
Palos Heights,41.6637,-87.7959,12520
Andrelândia,-21.74,-44.3089,12507
West Grey,44.1833,-80.8167,12518
Kozloduy,43.7764,23.7294,12400
Dom Basílio,-13.76,-41.7708,12499
Beelitz,52.2333,12.9667,12448
Goor,52.2333,6.5861,12349
Charmahīn,32.3375,51.1958,12292
Cedar Grove,40.8565,-74.2287,12516
Xinyingheyan,35.3369,103.2681,12461
Parksville,49.315,-124.312,12514
Boumalne,31.3738,-5.9956,12328
Taviano,39.9833,18.0833,11972
Boone,42.053,-93.877,12513
Nurmo,62.8278,22.9083,12477
Rainhill,53.4157,-2.7625,10853
North St. Paul,45.0137,-92.9995,12506
Sátão,40.7333,-7.7167,12444
Dokkum,53.3253,5.9989,12365
Nobeji,40.8644,141.1286,12352
Wadersloh,51.7386,8.2514,12397
Möglingen,48.8883,9.1292,11361
Bickenhill,52.439,-1.725,12456
Burgos,17.3333,120.5,12224
Ocean Pines,38.3825,-75.1475,12499
Valentim Gentil,-20.4219,-50.0878,12416
Le Pont-de-Claix,45.1231,5.6981,10605
Shichuanxiang,34.5866,104.3211,12436
Mortugaba,-15.0228,-42.3678,12477
Arroyo Seco,21.5472,-99.6883,12493
Axel,51.2656,3.9089,12280
Culaba,11.6578,124.5425,12325
Gundelfingen,48.0425,7.8657,11674
Cornedo Vicentino,45.6167,11.35,11982
Zunil,14.7836,-91.4844,12356
Hinundayan,10.35,125.25,12285
Cowansville,45.2,-72.75,12489
Rocca Priora,41.7833,12.7667,12060
Nina Rodrigues,-3.4658,-43.905,12464
Paris,38.2016,-84.2719,12485
Xinchangcun,26.4249,107.5323,12394
Irmo,34.1018,-81.1957,12483
Shuangxianxiang,35.3299,105.6963,12322
Hnivan,49.0833,28.35,12433
Bottesford,53.5521,-0.6714,11038
Cecil,40.3147,-80.1943,12479
Plan-les-Ouates,46.1667,6.1167,10656
Velten,52.6833,13.1833,11965
Ilicínia,-20.9358,-45.8328,12444
Sulz am Neckar,48.3628,8.6317,12336
Epping,51.7004,0.1087,11047
San Anselmo,37.9821,-122.5699,12476
Marysville,39.1518,-121.5835,12476
Hessisch Lichtenau,51.2,9.7167,12359
Araçás,-12.22,-38.2028,12450
Edéia,-17.3389,-49.9308,12467
Tsuruta,40.7589,140.4286,12211
Ulster,41.9699,-74.0041,12474
Thame,51.75,-0.97,11561
Oulad Fares,35.5167,-5.9333,12341
Santañy,39.3542,3.1283,12373
Bayona,42.1178,-8.8506,12129
Eyvānekey,35.3433,52.0675,12462
Oulad Aïssa,30.558,-8.614,12331
Cortês,-8.47,-35.5436,12452
Woodhaven,42.132,-83.2374,12469
Preußisch Oldendorf,52.2833,8.5,12289
Bni Drar,34.8281,-1.9936,10934
Brejetuba,-20.1458,-41.29,12427
Novalukoml’,54.6658,29.1547,12439
Bad Freienwalde,52.7856,14.0325,12365
Bedford,41.3919,-81.5359,12457
Sablé-sur-Sarthe,47.84,-0.3342,12127
Cêrro Grande,-30.59,-51.7389,12413
Sever do Vouga,40.7167,-8.3667,12356
Trophy Club,33.0038,-97.1897,12451
Xinbocun,42.3037,117.7259,12396
Beryslav,46.8333,33.4167,12417
Romanshorn,47.5635,9.3564,11167
Reẕvānshahr,37.5511,49.1394,12355
Cornwall,41.4195,-74.054,12445
Riverton,43.0421,-108.414,12445
Santa Mariana,-23.15,-50.55,12435
Niepołomice,50.0339,20.2172,12000
Magsaysay,10.8667,121.05,12196
Shepherdsville,37.9806,-85.6999,12442
Teotepeque,13.5853,-89.5183,12320
Teano,41.25,14.0667,12303
Kálymnos,36.9512,26.9832,12324
Bécancour,46.3333,-72.4333,12438
Murnau am Staffelsee,47.6833,11.2,12118
Moldova Nouă,44.7347,21.6664,12350
Maqu,35.9451,106.9953,12333
Terranuova Bracciolini,43.5531,11.5894,12292
Iaciara,-14.0958,-46.6319,12427
São Luís do Curu,-3.67,-39.2428,12332
Coventry,41.7828,-72.3394,12433
Plymouth,41.3483,-86.3187,12433
Manchester,35.463,-86.0774,12433
Pidigan,17.5703,120.5893,12185
Gladenbach,50.7681,8.5828,12262
Nagykáta,47.4178,19.7414,12280
Jardim do Seridó,-6.5839,-36.7739,12396
Waconia,44.8412,-93.7927,12428
Stony Brook,40.906,-73.1278,12428
Mesker-Yurt,43.2514,45.9072,12224
Vardenis,40.18,45.72,12363
Saboyá,5.6969,-73.7631,12372
Taiynsha,53.8478,69.7639,12418
Pfäffikon,47.3667,8.7822,11817
Caapiranga,-3.3167,-61.2,12420
St. Peter,44.3296,-93.9659,12421
Pößneck,50.7,11.6,11924
Kingsbury,43.344,-73.5395,12420
Saint Ives,50.211,-5.48,11226
Lymm,53.3834,-2.475,12350
Kelso,46.1236,-122.891,12417
Betton,48.1825,-1.6439,11968
Nevele,51.0342,3.5475,12179
Villeneuve-lès-Avignon,43.9664,4.7958,11769
Cuichapa,18.7667,-96.8667,12238
North Smithfield,41.9727,-71.5514,12413
Juvignac,43.6131,3.8097,11363
Bom Retiro do Sul,-29.6089,-51.9428,12390
Titisee-Neustadt,47.9122,8.2147,12269
Gharbia,35.5153,-5.9306,12274
Eraclea,45.5833,12.6833,12276
Khvalynsk,52.4833,48.1,12391
São Sebastião da Grama,-21.7108,-46.8208,12355
Elkhorn,42.6711,-88.5377,12404
Ongwediva,-17.7833,15.7667,10964
Lizzanello,40.3047,18.2228,11934
Sânnicolau Mare,46.0722,20.6294,12312
Setubinha,-17.6,-42.1589,12378
Gatesville,31.4419,-97.7351,12401
Vobkent Shahri,40.0233,64.5139,12351
Kavarna,43.4333,28.3389,12369
Las Parejas,-32.6833,-61.5333,12375
Rankweil,47.2667,9.65,11852
Monte Sant’Angelo,41.7,15.9667,12342
Ludwigslust,53.3332,11.5023,12233
Lom Sak,16.7775,101.2468,12290
Ried im Innkreis,48.21,13.4894,11903
Oulad Amrane el Mekki,35.2167,-5.9667,12252
Perez,14.1833,121.9333,12173
Goldenrod,28.6114,-81.2916,12384
Budel,51.2725,5.5744,11926
Granarolo del l’Emilia,44.5542,11.4439,12032
Villa Literno,41.0096,14.0741,12184
Virginia,47.5169,-92.5128,12381
Jüterbog,51.9933,13.0728,12311
Capdepera,39.7,3.4333,12158
Logan,40.5263,-78.4235,12379
Jork,53.5344,9.6817,12183
Lontras,-27.1658,-49.5419,12315
Monteforte Irpino,40.8928,14.7194,11933
Nkheila,32.9572,-7.0731,12306
Chino Valley,34.7593,-112.4107,12375
Inverell,-29.7667,151.1167,11660
Gisors,49.2806,1.7764,11674
Lakeside,37.6133,-77.4768,12374
Newington Forest,38.7371,-77.2339,12373
Blue Ash,39.248,-84.3827,12372
Alto do Rodrigues,-5.2878,-36.7619,12305
Châteaubriant,47.7169,-1.3761,12011
Lewisburg,35.4494,-86.7897,12368
Wilmington,39.4387,-83.8184,12366
Egelsbach,49.9694,8.6667,11583
Occhiobello,44.9216,11.5812,11993
Tyngsborough,42.6662,-71.429,12364
Teningen,48.1269,7.8103,12063
Bitetto,41.0333,16.75,12006
Mèze,43.4267,3.6053,12012
Harrison,44.1935,-88.2941,12358
Yakouren,36.7348,4.4386,12203
Holly Hill,29.2443,-81.0463,12357
Heddesheim,49.5053,8.6033,11569
Jardim Alegre,-24.1789,-51.6919,12324
Lansdowne,39.0846,-77.4839,12354
Foča,43.5,18.7833,12334
Hatillo de Loba,8.9556,-74.0769,12270
Ain Kansara,34.15,-4.8314,12291
Rushall,52.611,-1.957,11871
Pont-du-Château,45.7983,3.2483,11802
Diósd,47.4042,18.9458,10518
New Baltimore,42.6903,-82.7398,12347
Rio Paranaíba,-19.1939,-46.2469,12335
Palmares Paulista,-21.0828,-48.8008,12336
Chambray-lès-Tours,47.3375,0.7139,11738
Gulfport,27.7463,-82.71,12342
Forestville,38.8518,-76.8708,12342
Vidauban,43.4272,6.4319,12176
Derby,41.3265,-73.0833,12339
Kewanee,41.2399,-89.9263,12339
Bueu,42.3167,-8.7833,11950
Orange City,28.9347,-81.2881,12335
Sawādah,28.0775,30.7953,10571
Malloussa,35.7333,-5.6333,12250
Acalá del Río,37.5167,-5.9667,12186
Heythuysen,51.2496,5.8983,12106
Lakeland Highlands,27.9572,-81.9496,12332
Jacinto,-16.1439,-40.2928,12323
La Motte-Servolex,45.5967,5.8775,11932
Matina,-13.9089,-42.8489,12314
Farciennes,50.4333,4.55,11247
Ulverston,54.193,-3.09,11678
Bastrop,32.7749,-91.9058,12327
Anamã,-3.58,-61.4039,12320
Županja,45.0667,18.7,12090
Nordstemmen,52.1605,9.7839,12123
Sernovodsk,43.3117,45.1594,12221
Gladstone,45.3864,-122.5933,12324
Khem Karan,31.16,74.66,11938
Cookstown,54.647,-6.745,10646
Uren,57.4667,45.7833,12309
Wietmarschen,52.5331,7.1331,12220
Berilo,-16.9519,-42.4658,12300
Sant’Ambrogio di Valpolicella,45.5209,10.8362,11818
Spilimbergo,46.1114,12.9017,12151
Mirante da Serra,-11.0297,-62.675,12308
Bibbiena,43.6975,11.8144,12177
Hagenow,53.4317,11.1931,12137
Bodaybo,57.8506,114.1933,12316
Teotlaltzingo,19.2322,-98.5017,10456
Winnetka,42.1064,-87.7421,12316
Markham,41.6,-87.6905,12314
Mixtla de Altamirano,18.6,-97,11646
Gravenhurst,44.9167,-79.3667,12311
Sākib,32.2843,35.8092,11586
Marion,35.2041,-90.2061,12310
Torri di Quartesolo,45.5167,11.6167,11684
Aj Jourf,31.4903,-4.4014,12302
‘Anadān,36.2936,37.0444,11918
Leon Valley,29.4954,-98.6143,12306
Joppatowne,39.4181,-76.3516,12304
West Plains,36.7378,-91.868,12304
Lehre,52.3167,10.6667,12135
Delhi,37.4306,-120.7759,12301
Oosterbroek,53.1299,6.8738,12076
Leutenbach,48.8883,9.3914,11517
Winchester,35.1898,-86.1074,12299
New Mills,53.367,-2.007,12291
Enns,48.2167,14.475,11937
Marumori,37.9167,140.7667,12251
Linkenheim-Hochstetten,49.1261,8.41,11796
Saint-Saulve,50.3697,3.5547,11353
Hexham,54.971,-2.101,11829
Dărmăneşti,46.37,26.4797,12247
Monóvar,38.4369,-0.8381,12212
Newcastle,47.5303,-122.1633,12292
New Kensington,40.5711,-79.7521,12292
Maraial,-8.8028,-35.8289,12230
Sakawa,33.5008,133.2867,12170
Nembro,45.7439,9.7594,11530
Córdoba,9.5,-74.9167,12266
Stradella,45.0833,9.3,11637
Weinfelden,47.5698,9.112,11534
Beatrice,40.2737,-96.7454,12279
Tzintzuntzán,19.6283,-101.5789,12259
Zeuthen,52.3667,13.6167,11381
Brieselang,52.5833,13,12005
Prieska,-29.6683,22.7439,11236
Poquoson,37.1318,-76.3569,12271
Itanhomi,-19.1719,-41.865,12244
Tortoreto,42.8,13.9167,11757
Tholey,49.4833,7.0333,12059
Arth,47.0644,8.5242,11983
Taurisano,39.95,18.1667,11770
Antônio Cardoso,-12.435,-39.12,12225
Clayton,37.9403,-121.9301,12265
Rovinari,44.9125,23.1622,11816
Piripá,-14.94,-41.72,12238
Casièr,45.6436,12.2953,11412
Iguaraci,-7.835,-37.515,12247
Perth East,43.47,-80.95,12261
Vecchiano,43.7833,10.3833,12082
Gaildorf,49,9.7667,12080
St. Marys,41.4574,-78.5342,12260
Velddrif,-32.7667,18.1667,11017
Bad Sassendorf,51.5831,8.1667,12068
Citlaltépec,21.3435,-97.892,12109
Götzis,47.3342,9.6453,11473
Na Wa,17.4897,104.1006,12160
Ottawa,38.6,-95.2642,12254
Larkspur,37.9393,-122.5313,12254
Kampenhout,50.95,4.55,11898
Cottonwood,34.7192,-112.0014,12253
Mays Chapel,39.4343,-76.6516,12253
Shady Hills,28.4042,-82.5467,12252
Vulcăneşti,45.6842,28.4028,12185
Vilsbiburg,48.4475,12.3475,12074
Vălenii de Munte,45.1856,26.0397,11707
Palestina,-20.39,-49.4328,12231
Bankya,42.7069,23.1472,11233
Węgorzewo,54.2167,21.75,12186
Boloso,2.0337,15.2167,12244
Lincolnwood,42.0054,-87.7329,12245
Biri,12.6667,124.3833,11767
Atripalda,40.9167,14.8256,10968
Burladingen,48.2903,9.1094,12146
Botlikh,42.665,46.22,12159
Axixá,-2.8369,-44.0528,12183
Arkansas City,37.0726,-97.0385,12242
Dăbuleni,43.8011,24.0919,12175
Sapna,44.4917,19.0028,12136
Saint-Avé,47.6867,-2.7344,11787
Saubara,-12.7378,-38.7689,12238
Paulista,-6.5939,-37.6239,12216
Querência do Norte,-23.0839,-53.4839,12232
North Castle,41.1331,-73.695,12235
Elon,36.1014,-79.5085,12232
Palmer,42.1888,-72.3112,12232
Lumberton,39.9569,-74.8035,12232
Emstek,52.8167,8.15,12119
Perleberg,53.0667,11.8667,12141
Massena,44.9609,-74.8339,12228
Aleksandrovsk,59.1667,57.5833,12222
West Monroe,32.512,-92.1513,12227
Parker,34.8514,-82.4512,12227
Château-Gontier,47.8286,-0.7028,11805
Antônio Gonçalves,-10.5728,-40.2739,12187
Fourmies,50.0172,4.0533,11714
Mulungu do Morro,-11.9658,-41.6389,12200
Wolgast,54.05,13.7667,12028
Ebéjico,6.3264,-75.7661,12158
Parkes,-33.095,148.2628,11408
Gatumba,-3.3333,29.25,11700
Ahram,28.8825,51.2744,12182
Krasnyy Yar,46.5331,48.3456,12214
Pedras de Maria da Cruz,-15.6069,-44.3908,12212
Batesville,35.7687,-91.6226,12220
Prince Rupert,54.3122,-130.3271,12220
Amherst,41.4022,-82.2303,12219
Grenada,33.7816,-89.813,12219
Mineral del Monte,20.1333,-98.6667,11944
Balbalan,17.45,121.15,12195
Loreto,-7.0839,-45.1408,12214
Kibungo,-2.1608,30.5442,11537
Canápolis,-18.725,-49.2039,12201
Ōsako,31.4292,131.0058,12092
Carmo da Cachoeira,-21.4608,-45.2239,12182
Mettlach,49.4917,6.5972,12049
Neuenrade,51.2839,7.78,11982
Villamartín,36.8667,-5.65,12145
Portoferraio,42.8167,10.3167,11955
Castelnaudary,43.3181,1.9539,11951
Bellegarde-sur-Valserine,46.1075,5.8258,11450
Suchanino,54.3566,18.6056,10392
North Union,39.9102,-79.6731,12200
Isola del Liri,41.6833,13.5667,11482
Ishpeming,46.4862,-87.6658,12198
Jesup,31.5992,-81.8895,12198
Ringwood,41.1064,-74.2749,12198
Zhengdong,22.4871,101.5081,12185
Üllő,47.3842,19.3444,11949
Neustadt,51.0239,14.2167,12051
Oberschleißheim,48.25,11.5667,11810
Overlea,39.3642,-76.5176,12195
Speedway,39.7937,-86.2479,12193
Lagoa do Ouro,-9.1269,-36.4589,12132
Montegrotto Terme,45.3333,11.7833,11448
Santa Fé,-23.0378,-51.805,12186
Enumclaw,47.2017,-121.9897,12190
Lonate Pozzolo,45.6,8.75,11786
Rijkevorsel,51.3489,4.7597,11932
Santa Lucía,10.3247,-74.9589,11947
Uzyn,49.8242,30.4425,12147
Roding,49.1936,12.5192,12081
Mettingen,52.3167,7.7806,11883
Ilmajoki,62.7333,22.5833,12159
Zwönitz,50.6303,12.8133,11993
Unterföhring,48.1917,11.6528,11296
Ban Bo Luang,18.1476,98.3489,12143
Nový Bor,50.7577,14.5557,11582
Neosho,36.8441,-94.3756,12176
Wells Branch,30.4432,-97.6792,12176
North Greenbush,42.6706,-73.6632,12176
Leominster,52.2282,-2.7385,11691
Hirao,33.9381,132.0733,11831
Rehoboth,41.8439,-71.2456,12173
Laichingen,48.4897,9.6861,12001
Lincoln City,44.9751,-124.0073,12172
Prévost,45.87,-74.08,12171
Essenbach,48.6167,12.2167,12027
Planegg,48.1047,11.4306,11126
Liperi,62.5333,29.3833,12150
Highlands,41.3601,-74.0084,12165
Pacé,48.1478,-1.7739,11825
Steha,35.3646,-4.9306,12034
Northlake,41.9143,-87.9054,12161
Guebwiller,47.9075,7.2103,11022
Nußloch,49.3236,8.6939,11325
Eatontown,40.2913,-74.0558,12157
Bolaños de Calatrava,38.8831,-3.7167,12019
Belém de Maria,-8.6139,-35.8089,12122
Issum,51.5389,6.4236,11937
Newport,44.6242,-124.0513,12155
Albox,37.3833,-2.1333,12083
Lauffen am Neckar,49.0764,9.1567,11640
New Garden,39.8119,-75.7517,12153
Nova Gradiška,45.25,17.3833,11821
Colares,-0.9369,-48.2819,12131
São Francisco do Maranhão,-6.2508,-42.8569,12146
Bad Vöslau,47.9669,16.2144,11844
Eura,61.1333,22.0833,12128
Schwieberdingen,48.8778,9.075,11383
Boskovice,49.4875,16.66,11726
Cesson,48.5658,2.6011,10625
Harwich,41.6957,-70.0684,12147
Solliès-Pont,43.19,6.0411,11496
Ladenburg,49.4719,8.6092,11537
Aubière,45.7508,3.1108,10745
Harrislee,54.7972,9.3764,11531
Mayate,32.2719,-7.525,12101
Bajiao,27.6573,108.1937,11745
Falmouth,43.7476,-70.2827,12141
Congonhal,-22.1528,-46.0389,12082
Cangas de Narcea,43.1714,-6.5389,12124
Tabapuã,-20.9639,-49.0319,12103
Vehkalahti,60.5756,27.1439,12104
Sainte-Adèle,45.95,-74.13,12137
Capela do Alto Alegre,-11.6678,-39.8378,12118
Freeport,28.9454,-95.3601,12136
Webb City,37.1413,-94.4676,12134
Pulsano,40.3842,17.3547,11504
Auchel,50.5083,2.4736,10399
Tábua,40.3667,-8.0333,12071
Islamey,43.7114,43.4233,12001
San Valentino Torio,40.7911,14.6033,10937
Capela de Santana,-29.7,-51.325,12064
Cherlak,54.1605,74.82,12122
Rosdorf,51.5,9.9,11949
Leingarten,49.15,9.1167,11633
Ichinomiya,35.3728,140.3689,11622
Lebon Régis,-26.9289,-50.695,12115
Saint-Cyr-sur-Mer,43.1836,5.7086,11580
Vedène,43.9775,4.9031,11131
Sassenage,45.205,5.665,11277
Nová Dubnica,48.9333,18.15,11134
Curití,6.6044,-73.0681,12065
Woodward,36.4247,-99.4057,12121
Knowsley,53.4498,-2.8501,11343
Bicske,47.4907,18.6363,11969
Lower Pottsgrove,40.2538,-75.5975,12119
Melissa,33.2891,-96.5573,12117
Brock Hall,38.8617,-76.7549,12117
Drouin,-38.1333,145.85,11887
Uacu Cungo,-11.3583,15.1194,12069
Weston,42.3589,-71.3001,12112
Rogerstone,51.5906,-3.0537,10158
Socuéllamos,39.2933,-2.7942,12079
James Island,32.7353,-79.9396,12109
Kingsburg,36.5245,-119.5602,12108
Oulad Daoud,34.4058,-4.6939,11978
Palmácia,-4.15,-38.8458,12005
Caimito,8.7894,-75.1161,12077
San Carlos Yautepec,16.5,-96.1,12101
Oiba,6.2639,-73.2992,12063
Pepperell,42.6713,-71.6043,12105
Brwinów,52.1417,20.7167,11743
Liuba,38.1634,102.1493,12069
Ventania,-24.2458,-50.2428,12088
Comarnic,45.2511,25.6353,11970
Xichú,21.2997,-100.0553,11323
Denkendorf,48.6958,9.3175,11240
Guimarães,-2.1328,-44.6008,12081
Margherita di Savoia,41.3667,16.15,11771
Vosselaar,51.3081,4.8883,11159
Mestrino,45.45,11.7667,11502
Platteville,42.728,-90.4676,12100
Nonoai,-27.3619,-52.7708,12074
Susegana,45.85,12.25,11831
Rio do Pires,-13.1278,-42.2919,12084
Laren,52.2544,5.2317,11195
Eureka,38.5015,-90.6492,12097
Lovington,32.9125,-103.3277,12097
Ban Bang Yai,13.8369,100.3591,10767
